2025-01-31 17:56:12,947 [Worker-4: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2025-02-08 16:24:08,075 [Worker-35: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\test\resources to target\test-classes
2025-02-08 16:24:26,491 [Worker-33: Building] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-02-08 16:24:26,500 [Worker-33: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-02-08 16:24:26,517 [Worker-33: Building] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-02-08 16:24:26,524 [Worker-33: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\test\resources to target\test-classes
2025-02-08 16:24:43,857 [Worker-32: Building] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-02-08 16:24:43,859 [Worker-32: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-02-08 16:24:43,863 [Worker-32: Building] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-02-08 16:24:43,865 [Worker-32: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\test\resources to target\test-classes
2025-02-08 16:25:13,450 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [300])
2025-02-08 16:25:13,461 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2025-02-08 16:25:13,465 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\aopalliance-1.0.jar
2025-02-08 16:25:13,466 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\guice-5.1.0.jar
2025-02-08 16:25:13,468 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpclient-4.5.14.jar
2025-02-08 16:25:13,470 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\httpcore-4.4.16.jar
2025-02-08 16:25:13,471 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jansi-2.4.1.jar
2025-02-08 16:25:13,471 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\jcl-over-slf4j-1.7.36.jar
2025-02-08 16:25:13,472 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-artifact-3.9.9.jar
2025-02-08 16:25:13,473 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-builder-support-3.9.9.jar
2025-02-08 16:25:13,474 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-compat-3.9.9.jar
2025-02-08 16:25:13,474 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-core-3.9.9.jar
2025-02-08 16:25:13,476 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-embedder-3.9.9.jar
2025-02-08 16:25:13,479 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-3.9.9.jar
2025-02-08 16:25:13,480 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-model-builder-3.9.9.jar
2025-02-08 16:25:13,482 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-plugin-api-3.9.9.jar
2025-02-08 16:25:13,483 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-repository-metadata-3.9.9.jar
2025-02-08 16:25:13,484 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-api-1.9.22.jar
2025-02-08 16:25:13,484 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-connector-basic-1.9.22.jar
2025-02-08 16:25:13,485 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-impl-1.9.22.jar
2025-02-08 16:25:13,485 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-named-locks-1.9.22.jar
2025-02-08 16:25:13,486 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-provider-3.9.9.jar
2025-02-08 16:25:13,487 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-spi-1.9.22.jar
2025-02-08 16:25:13,488 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-file-1.9.22.jar
2025-02-08 16:25:13,489 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-http-1.9.22.jar
2025-02-08 16:25:13,489 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-transport-wagon-1.9.22.jar
2025-02-08 16:25:13,489 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-resolver-util-1.9.22.jar
2025-02-08 16:25:13,490 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-3.9.9.jar
2025-02-08 16:25:13,490 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-settings-builder-3.9.9.jar
2025-02-08 16:25:13,491 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\maven-shared-utils-3.4.2.jar
2025-02-08 16:25:13,492 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.inject-0.9.0.M3.jar
2025-02-08 16:25:13,492 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\org.eclipse.sisu.plexus-0.9.0.M3.jar
2025-02-08 16:25:13,493 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-0.0.7.jar
2025-02-08 16:25:13,494 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-build-api-1.2.0.jar
2025-02-08 16:25:13,496 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-cipher-2.0.jar
2025-02-08 16:25:13,496 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-classworlds-2.8.0.jar
2025-02-08 16:25:13,497 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-component-annotations-2.1.0.jar
2025-02-08 16:25:13,498 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-interpolation-1.27.jar
2025-02-08 16:25:13,499 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-sec-dispatcher-2.0.jar
2025-02-08 16:25:13,500 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-utils-3.5.1.jar
2025-02-08 16:25:13,500 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\plexus-xml-3.0.1.jar
2025-02-08 16:25:13,500 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-file-3.5.3.jar
2025-02-08 16:25:13,501 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-3.5.3.jar
2025-02-08 16:25:13,501 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-http-shared-3.5.3.jar
2025-02-08 16:25:13,503 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409\jars\wagon-provider-api-3.5.3.jar
2025-02-08 16:25:13,514 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava_33.3.1.jre [10])
2025-02-08 16:25:13,515 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\com.google.guava_33.3.1.jre.jar
2025-02-08 16:25:13,516 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=slf4j.api_2.0.16 [524])
2025-02-08 16:25:13,517 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\slf4j.api_2.0.16.jar
2025-02-08 16:25:13,517 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.inject.jakarta.inject-api_1.0.5 [22])
2025-02-08 16:25:13,518 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\jakarta.inject.jakarta.inject-api_1.0.5.jar
2025-02-08 16:25:13,519 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=jakarta.annotation-api_1.3.5 [20])
2025-02-08 16:25:13,519 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\jakarta.annotation-api_1.3.5.jar
2025-02-08 16:25:13,519 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.cli_1.9.0 [47])
2025-02-08 16:25:13,521 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.apache.commons.cli_1.9.0.jar
2025-02-08 16:25:13,521 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.apache.commons.commons-codec_1.16.0 [50])
2025-02-08 16:25:13,523 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.apache.commons.commons-codec_1.16.0.jar
2025-02-08 16:25:13,523 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=com.google.guava.failureaccess_1.0.2 [11])
2025-02-08 16:25:13,523 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\com.google.guava.failureaccess_1.0.2.jar
2025-02-08 16:25:13,539 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.e.m.i.launch.MavenLaunchDelegate - Run build in "C:\HandsOn\Java\spring-example":
2025-02-08 16:25:13,542 [Worker-38: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.e.m.i.launch.MavenLaunchDelegate -  mvn  -B -Dstyle.color=always clean
2025-02-08 16:25:21,403 [Worker-34: Building] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-02-08 16:25:21,407 [Worker-34: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-02-08 16:25:21,419 [Worker-34: Building] WARN  o.a.m.s.f.DefaultMavenResourcesFiltering - Using platform encoding (UTF-8 actually) to copy filtered resources, i.e. build is platform dependent!
2025-02-08 16:25:21,421 [Worker-34: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\test\resources to target\test-classes
2025-02-08 16:59:15,124 [Worker-49: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [300])
2025-02-08 16:59:15,152 [Worker-49: Launching Executing clean in C__HandsOn_Java_spring-example] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Hi\.p2\pool\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
